,off1,off2,off3,off4,off5,def1,def2,def3,def4,def5,Points
19534,1629488,100940,201913,1628278,203400,1628920,1628886,203827,204319,202252,0
19535,1628920,1628886,203827,204319,202252,1629488,100940,201913,1628278,203400,3
19536,1629488,100940,201913,1628278,203400,1628920,1628886,203827,204319,202252,0
19537,1628920,1628886,203827,204319,202252,1629488,100940,201913,1628278,203400,0
19538,1629488,100940,201913,1628278,203400,1628920,1628886,203827,204319,202252,0
19539,1628920,1628886,203827,204319,202252,1629488,100940,201913,1628278,203400,0
19540,1629488,100940,201913,1628278,203400,1628920,1628886,203827,204319,202252,2
19541,1628920,1628886,203827,204319,202252,1629488,100940,201913,1628278,203400,0
19542,1629488,100940,201913,1628278,203400,1628920,1628886,203827,204319,202252,3
19543,1628920,1628886,203827,204319,202252,1629488,100940,201913,1628278,203400,2
19544,1629488,100940,201913,1628278,203400,1628920,1628886,203827,204319,202252,0
19545,1628920,1628886,203827,204319,202252,1629488,100940,201913,1628278,203400,2
19546,1629488,100940,201913,1628278,203400,1628920,1628886,203827,204319,202252,0
19547,1628920,1628886,203827,204319,202252,1629488,100940,201913,1628278,203400,2
19548,1629488,100940,201913,1628278,203400,1628920,1628886,203827,204319,202252,0
19549,1628920,1628886,203827,204319,202252,1629488,100940,201913,1628278,203400,0
19550,1629488,100940,201913,1628278,203400,1628920,1628886,203827,204319,202252,0
19551,1628920,1628886,203827,204319,202252,1629488,100940,201913,1628278,203400,0
19552,1629488,1629482,203035,1628278,203400,1628920,1628886,203827,204319,202252,0
19553,1628920,1628886,203827,204319,1628244,1629488,1629482,203035,1628278,203400,2
19554,1629488,1629482,203035,1628278,203400,1628920,1628886,203827,204319,1628244,2
19555,1628920,1628886,203827,204319,1628244,1629488,1629482,203035,1628278,203400,0
19556,1629488,1629482,203035,1628278,203400,1629496,1628886,203827,204319,1628244,0
19557,1629496,1628886,203827,204319,1628244,1629488,1629482,203035,1628278,203400,0
19558,1629488,1629482,203035,1628278,203400,1629496,1628886,203827,204319,1628244,0
19559,1629496,1628886,203827,204319,1628244,201913,1629482,203035,1628278,203400,3
19560,201913,1629482,203035,1628278,203400,1629496,202259,201518,204319,1628244,3
19561,1629496,202259,201518,204319,1628244,201913,1629482,203035,1628278,203400,2
19562,201913,1629482,203035,1628278,203400,1629496,202259,201518,204319,1628244,2
19563,1629496,202259,201518,204319,1628244,201913,1629482,203035,1628278,203400,2
19564,201913,1629482,203035,1628278,203400,1629496,202259,201518,204319,1628244,2
19565,1629496,202259,201518,204319,202252,201913,1629482,203035,1628278,100940,2
19566,201913,1629482,203035,1628278,100940,1629496,202259,201518,204319,202252,0
19567,1629496,202259,201518,204319,202252,201913,1629482,203035,1628278,100940,0
19568,201913,1629488,100940,203035,1629482,202252,202259,1629496,1628244,201518,0
19569,202252,202259,1629496,1628244,201518,201913,1629488,100940,203035,1629482,2
19570,201913,1629488,100940,203035,1629482,202252,202259,1629496,1628244,201518,0
19571,202252,202259,1629496,1628244,201518,201913,1629488,100940,203035,1629482,0
19572,201913,1629488,100940,203035,1629482,202252,202259,1629496,1628244,201518,0
19573,202252,202259,1629496,1628244,201518,201913,1629488,100940,203035,1629482,0
19574,201913,1629488,100940,203400,1629482,202252,202259,1629496,1628244,201518,2
19575,202252,202259,1629496,1628244,201518,201913,1629488,100940,203400,1629482,2
19576,201913,1629488,100940,203400,1629482,202252,202259,1629496,1628244,201518,0
19577,202252,202259,1629496,1628244,201518,201913,1629488,100940,203400,1629482,2
19578,201913,1629488,100940,203400,1629482,202252,202259,1629496,1628244,203827,2
19579,202252,202259,1629496,1628244,203827,201913,1629488,100940,203400,1629482,0
19580,201913,1627704,100940,203400,1629482,202252,202259,1629496,1628244,203827,0
19581,202252,202259,1628920,1628244,203827,201913,1627704,100940,203400,1629482,2
19582,201913,1627704,100940,203400,1629482,202252,202259,1628920,1628244,203827,0
19583,202252,1628886,1628920,1628244,203827,201913,1627704,100940,203400,1629482,2
19584,201913,1627704,100940,203400,1629482,202252,1628886,1628920,1628244,203827,0
19585,202252,1628886,1628920,204319,203827,1629488,1627704,100940,203400,1629482,2
19586,1629488,1627704,100940,203400,1629482,202252,1628886,1628920,204319,203827,1
19587,202252,1628886,1628920,204319,203827,1629488,1627704,100940,203400,1628278,3
19588,1629488,1627704,100940,203400,1628278,202252,1628886,1628920,204319,203827,0
19589,202252,1628886,1628920,204319,203827,1629488,1627704,100940,203400,1628278,2
19590,1629488,1627704,203035,203400,1628278,202252,1628886,1628920,204319,203827,0
19591,202252,1628886,1628920,204319,203827,1629488,1627704,203035,203400,1628278,2
19592,1629488,1627704,203035,203400,1628278,202252,1628886,1628920,204319,203827,0
19593,202252,1628886,1628920,204319,203827,1629488,1627704,203035,203400,1628278,0
19594,1629488,1627704,203035,203400,1628278,202252,1628886,1628920,204319,203827,0
19595,1628244,1628886,1628920,204319,203827,201913,1627704,203035,203400,1628278,0
19596,201913,1627704,1629482,203400,1628278,1628244,1628886,1628920,204319,203827,0
19597,1628244,1628886,1628920,204319,203827,201913,1627704,1629482,203400,1628278,2
19598,201913,1627704,1629482,203400,1628278,1628244,1628886,1628920,204319,203827,0
19599,1628244,1628886,1628920,204319,203827,201913,1627704,1629482,203400,1628278,2
19600,201913,1629488,1629482,203035,1628278,1628244,1628886,1628920,204319,203827,3
19601,1628244,1628886,1628920,204319,203827,201913,1629488,1629482,203035,1628278,3
19602,201913,1629488,1629482,203035,1628278,1628244,1628886,1628920,204319,203827,0
19603,1628244,1628886,1628920,204319,203827,201913,1629488,1629482,203035,1628278,0
19604,201913,1629488,1629482,203035,1628278,1628244,1628886,1628920,204319,1629496,2
19605,1628244,1628886,1628920,204319,1629496,201913,1629488,1629482,203035,1628278,0
19606,201913,1629488,1629482,203035,1628278,1628244,1628886,1628920,204319,1629496,0
19607,1628244,1628886,1628920,204319,1629496,201913,1629488,1629482,203035,1628278,2
19608,201913,1629488,1629482,203035,1628278,1628244,1628886,1628920,204319,1629496,2
19609,1628244,1628886,1628920,204319,1629496,201913,1629488,1629482,203035,1628278,0
19610,1629488,201913,203400,1628278,1629482,202252,203827,1628886,204319,1628920,0
19611,202252,203827,1628886,204319,1628920,1629488,201913,203400,1628278,1629482,3
19612,1629488,201913,203400,1628278,1629482,202252,203827,1628886,204319,1628920,0
19613,202252,203827,1628886,204319,1628920,1629488,201913,203400,1628278,1629482,3
19614,1629488,201913,203400,1628278,1629482,202252,203827,1628886,204319,1628920,0
19615,202252,203827,1628886,204319,1628920,1629488,201913,203400,1628278,1629482,0
19616,1629488,201913,203400,1628278,1629482,202252,203827,1628886,204319,1628920,0
19617,202252,203827,1628886,204319,1628920,1629488,203035,1627704,1628278,1629482,2
19618,1629488,203035,1627704,1628278,1629482,202252,203827,1628886,204319,1628920,0
19619,202252,203827,1628886,204319,1628920,1629488,203035,1627704,1628278,1629482,2
19620,1629488,203035,1627704,1628278,1629482,202252,203827,1628886,204319,1628920,0
19621,202252,203827,1628886,204319,1628920,1629488,203035,1627704,1628278,1629482,2
19622,1629488,203035,1627704,1628278,1629482,202252,203827,1628886,204319,1628920,0
19623,202252,203827,1628886,204319,1628920,1629488,203035,1627704,1628278,1629482,0
19624,1629488,203035,1627704,1628278,1629482,202252,203827,1628886,204319,1628920,0
19625,202252,203827,1628886,204319,1628920,1629488,203035,1627704,1628278,1629482,0
19626,1629488,203035,1627704,1628278,1629482,202252,203827,1628886,204319,1628920,0
19627,1627670,203827,1628886,204319,1628920,1629488,203035,1627704,1628278,1629482,0
19628,1629488,203035,1627704,1628278,1629482,1627670,203827,202259,204319,1628920,0
19629,1627670,201518,202259,204319,1628920,1629488,203035,1627704,1628278,1629482,2
19630,1629488,203035,1627704,1628278,1629482,1627670,201518,202259,204319,1628920,2
19631,1627670,201518,202259,204319,1628920,1629488,203035,1627704,1628278,1629482,0
19632,1629488,203035,1627704,1628278,1629482,1627670,201518,202259,204319,1628920,0
19633,1627670,201518,202259,204319,1628920,1629488,203035,1627704,1628278,1629482,0
19634,1629488,203035,1627704,1628278,1629482,1627670,201518,202259,204319,1628920,3
19635,1627670,201518,202259,204319,1628920,1629488,203035,1627704,1628278,1629482,2
19636,201913,203035,1627704,1628278,1629482,1627670,201518,202259,1628244,1629496,2
19637,1627670,201518,202259,1628244,1629496,201913,203035,1627704,1628278,1629482,0
19638,201913,203035,1627704,1628278,1629482,1627670,201518,202259,1628244,1629496,2
19639,1627670,201518,202259,1628244,1629496,201913,203035,1627704,1628278,1629482,2
19640,201913,203035,1627704,1628278,1629482,1627670,201518,202259,1628244,1629496,2
19641,1627670,201518,202259,1628244,1629496,201913,203035,1627704,1628278,1629482,0
19642,201913,203035,1627704,1628278,1629482,1627670,201518,202259,1628244,1629496,0
19643,1627670,201518,202259,1628244,1629496,201913,203035,1627704,1628278,1629482,1
19644,201913,203035,1627704,1628278,1629482,1627670,201518,202259,1628244,1629496,0
19645,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,201913,1629488,0
19646,1628278,203035,1629482,201913,1629488,1628244,1629496,202259,201518,1627670,0
19647,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,201913,1629488,2
19648,1628278,203035,1629482,201913,1629488,1628244,1629496,202259,201518,1627670,0
19649,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,201913,1629488,0
19650,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,3
19651,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19652,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,2
19653,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19654,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,2
19655,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19656,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,2
19657,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19658,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,2
19659,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,1
19660,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,0
19661,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19662,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,2
19663,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19664,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,0
19665,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19666,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,0
19667,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19668,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,2
19669,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19670,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,2
19671,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,2
19672,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,0
19673,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,2
19674,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,2
19675,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,1
19676,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,0
19677,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19678,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,2
19679,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19680,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,2
19681,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,3
19682,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,0
19683,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,0
19684,1628278,203035,1629482,1627704,1629488,1628244,1629496,202259,201518,1627670,0
19685,1628244,1629496,202259,201518,1627670,1628278,203035,1629482,1627704,1629488,3
19686,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19687,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,0
19688,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19689,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,3
19690,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19691,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,0
19692,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19693,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,2
19694,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19695,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,2
19696,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19697,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,0
19698,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19699,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,2
19700,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19701,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,0
19702,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,3
19703,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,0
19704,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19705,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,0
19706,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19707,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,0
19708,204320,1629502,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,3
19709,1628899,1629506,203416,1628878,201507,204320,1629502,204329,1628915,1630119,2
19710,204320,1630139,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,3
19711,1628899,1629506,203416,1628878,201507,204320,1630139,204329,1628915,1630119,0
19712,204320,1630139,204329,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19713,1628899,1629506,203416,1628878,201507,204320,1630139,204329,1628915,1630119,0
19714,204320,1630139,1630131,1628915,1630119,1628899,1629506,203416,1628878,201507,2
19715,1628899,1629506,203416,1628878,201507,204320,1630139,1630131,1628915,1630119,0
19716,204320,1630139,1630131,1628915,1630119,1628899,1629506,203416,1628878,201507,0
19717,203043,1628268,203416,1628878,201507,1630127,1630139,1630131,1628915,1630119,2
19718,1630127,1630139,1630131,1628915,1630119,203043,1628268,203416,1628878,201507,0
19719,203043,1628268,203416,1628878,201507,1630127,1630139,1630131,1628915,1630119,2
19720,1630127,1630139,1630131,1628915,1630119,203043,1628268,203416,1628878,201507,0
19721,203043,1628268,203416,1628878,201507,1630127,1630139,1630131,1628915,1630119,3
19722,1630127,1630139,1630131,1628915,1630119,203043,1628268,203416,1628878,201507,2
19723,203043,1628268,203416,1628878,201507,1630127,1630139,1630131,1628915,1630119,0
19724,1630127,1630139,1630131,1628915,1630119,203043,1628268,203416,1628878,201507,2
19725,203043,1628268,203416,1628878,201507,1630127,1630139,1630131,1628915,1630119,0
19726,1630127,1630139,1630131,1628915,1630119,203043,1628268,203416,1628878,201507,0
19727,1628899,1628268,1630134,203043,1628878,1630139,1629502,1630131,1630127,1630136,0
19728,1630139,1629502,1630131,1630127,1630136,1628899,1628268,1630134,203043,1628878,0
19729,1628899,1628268,1630134,203043,1628878,1630139,1629502,1630131,1630127,1630136,2
19730,1630139,1629502,1630131,1630127,1630136,1628899,1628268,1630134,203043,1628878,0
19731,1628899,1628268,1630134,203043,1628878,1630139,1629502,1630131,1630127,1630136,0
19732,1630139,1629502,1630131,1630127,1630136,1628899,1628268,1630134,203043,1628878,0
19733,1628899,1628268,1630134,203043,1628878,1630139,1629502,1630131,1630127,1630136,3
19734,1630139,1629502,1630131,1630127,1630136,1628899,1628268,1630134,203043,1628878,0
19735,1628899,1628268,1630134,203043,1628878,1630139,1629502,1630131,1630127,1630136,2
19736,1628915,1629502,1630119,204320,204329,1628899,1628268,1630134,203043,1629506,0
19737,1628899,1628268,1630134,203043,1629506,1628915,1629502,1630119,204320,204329,3
19738,1628915,1629502,1630119,204320,204329,1628899,1628268,1630134,203043,1629506,3
19739,1628899,1628268,1630134,203043,1629506,1628915,1629502,1630119,204320,204329,0
19740,1628915,1629502,1630119,204320,204329,1628899,1628268,1630134,203043,1629506,3
19741,1628899,1628268,1630134,203043,1629506,1628915,1629502,1630119,204320,204329,0
19742,1628915,1629502,1630119,204320,204329,1628899,1628268,1630134,203043,1629506,0
19743,1628899,1628268,201507,1628878,1629506,1628915,1629502,1630119,204320,204329,2
19744,1628915,1629502,1630119,204320,204329,1628899,203416,201507,1628878,1629506,2
19745,1628899,203416,201507,1628878,1629506,1628915,1629502,1630119,204320,204329,0
19746,1628915,1629502,1630119,204320,204329,1628899,203416,201507,1628878,1629506,2
19747,1628899,203416,201507,1628878,1629506,1628915,1629502,1630119,204320,204329,0
19748,1628915,1629502,1630119,204320,204329,1628899,203416,201507,1628878,1629506,0
19749,1628899,203416,201507,1628878,1629506,1628915,1629502,1630119,204320,204329,0
19750,1628915,1629502,1630119,204320,204329,1628899,203416,201507,1628878,1629506,0
19751,1628899,203416,201507,1628878,1629506,1628915,1629502,1630119,204320,204329,0
19752,1628915,1629502,1630119,204320,204329,1628899,203416,201507,1628878,1629506,0
19753,1628899,203416,201507,1628878,1629506,1628915,1629502,1630119,204320,204329,2
19754,1628915,1629502,1630119,204320,204329,1628899,203416,201507,1628878,1629506,0
19755,1628899,203416,201507,1628878,1629506,1628915,1629502,1630119,204320,204329,0
19756,1628915,1629502,1630119,204320,204329,1628899,203416,201507,1628878,1629506,0
19757,1628899,203416,201507,1628878,1629506,1628915,1629502,1630119,204320,204329,0
19758,1628915,1629502,1630119,204320,204329,1628899,203416,201507,1628878,1629506,2
19759,1628899,203416,201507,1628878,1629506,1628915,1629502,1630119,204320,204329,0
19760,1628915,1629502,1630119,204320,204329,1628899,203416,201507,1628878,1629506,0
19761,1628899,203416,201507,1628878,1629506,1628915,1629502,1630119,204320,204329,0
19762,1628915,1629502,1630139,204320,204329,1628899,203416,201507,1628878,1629506,2
19763,1628899,203416,201507,1628878,1629506,1628915,1629502,1630139,204320,204329,2
19764,1628915,1629502,1630139,204320,204329,1628899,203416,201507,1628878,1629506,0
19765,1628899,203416,201507,1628878,1629506,1628915,1629502,1630139,204320,204329,2
19766,1628915,1629502,1630139,204320,204329,1628899,203416,201507,1628878,1629506,0
19767,201507,1628878,203416,1629506,1628899,1629502,1628915,204320,1630119,204329,0
19768,1629502,1628915,204320,1630119,204329,201507,1628878,203416,1629506,1628899,0
19769,201507,1628878,203416,1629506,1628899,1629502,1628915,204320,1630119,204329,2
19770,1629502,1628915,204320,1630119,204329,201507,1628878,203416,1629506,1628899,0
19771,201507,1628878,203416,1629506,1628899,1629502,1628915,204320,1630119,204329,0
19772,1629502,1628915,204320,1630119,204329,201507,1628878,203416,1629506,1628899,0
19773,201507,1628878,203416,1629506,1628899,1629502,1628915,204320,1630119,204329,2
19774,1629502,1628915,204320,1630119,204329,201507,1628878,203416,1629506,1628899,0
19775,201507,1628878,203416,1629506,1628899,1629502,1628915,204320,1630119,204329,3
19776,1629502,1628915,1630131,1630119,204329,201507,1628878,203416,1629506,1628899,3
19777,201507,1628878,203416,1629506,1628899,1629502,1628915,1630131,1630119,204329,2
19778,1629502,1628915,1630131,1630119,204329,201507,1628878,203416,1629506,1628899,3
19779,201507,1628878,203416,1629506,1628899,1629502,1628915,1630131,1630119,204329,0
19780,1629502,1628915,1630131,1630119,204329,201507,1628878,203416,1629506,1628899,3
19781,201507,1628878,203416,1629506,1628899,1629502,1628915,1630131,1630119,204329,2
19782,1629502,1628915,1630131,1630119,204329,201507,1628878,203416,1629506,1628899,0
19783,201507,1628878,203416,1629506,1628899,1629502,1628915,1630131,1630119,204329,0
19784,1629502,1628915,1630131,1630119,204329,201507,1628878,203416,1629506,1628899,0
19785,201507,1628878,203416,1629506,1628899,1629502,1628915,1630131,1630119,204329,0
19786,1629502,1628915,1630131,1630119,204329,201507,1628878,203416,1629506,1628899,0
19787,201507,1628878,203416,1629506,1628899,1629502,1628915,1630131,1630119,204329,2
19788,1629502,1628915,1630131,1630119,204329,201507,1628878,203416,1629506,1628899,0
19789,201507,1628878,203416,1629506,1628899,1630139,1628915,1630131,1630119,204329,0
19790,1630139,1628915,1630131,1630119,204329,201507,1628878,203416,1629506,1628899,0
19791,201507,1628878,203416,1629506,1628899,1630139,1628915,1630131,1630119,204329,3
19792,1630139,1628915,1630131,1630119,204329,201507,1628878,203416,1629506,1628899,0
19793,201507,1628878,203416,1629506,1628899,1630139,1628915,1630131,1630119,204329,3
19794,1630139,1628915,1630131,1630119,1630115,201507,203043,203416,1629506,1628268,0
19795,201507,203043,203416,1629506,1628268,1630139,1628915,1630131,1630119,1630115,0
19796,1630139,1628915,1630131,1630119,1630115,201507,203043,203416,1629506,1628268,0
19797,201507,203043,203416,1629506,1628268,1630139,1628915,1630131,1630119,1630115,2
19798,1630139,204320,1630131,1630119,1630136,201507,203043,203416,1630134,1628268,2
19799,201507,203043,203416,1630134,1628268,1630139,204320,1630131,1630119,1630136,0
19800,1630139,204320,1630131,1630119,1630136,1628878,203043,203416,1630134,1628268,0
19801,1628878,203043,203416,1630134,1628268,1630139,204320,1630131,1630119,1630136,0
19802,1630139,204320,1630131,1630119,1630136,1628878,203043,203416,1630134,1628268,0
19803,1628878,203043,203416,1630134,1628268,1630139,204320,1630131,1630119,1630136,0
19804,204320,1629502,1630131,1630139,1630136,1628899,1628268,1628878,203043,1630134,0
19805,1628899,1628268,1628878,203043,1630134,204320,1629502,1630131,1630139,1630136,0
19806,204320,1629502,1630131,1630139,1630136,1628899,1628268,1628878,203043,1630134,3
19807,1628899,1628268,1628878,203043,1630134,204320,1629502,1630131,1630139,1630136,0
19808,204320,1629502,1630131,1630139,1630136,1628899,1628268,1628878,203043,1630134,0
19809,1628899,1628268,1628878,203043,1630134,204320,1629502,1630131,1630139,1630136,2
19810,204320,1629502,1630131,1630139,1630136,1628899,1628268,1628878,203043,1630134,2
19811,1628899,1628268,1628878,203043,1630134,204320,1629502,1630131,1630139,1630136,2
19812,204320,1629502,1630131,1630139,1630136,1628899,1628268,1628878,203043,1630134,0
19813,1628899,1628268,1628878,203043,1630134,204320,1628915,1630131,1630119,1630136,2
19814,204320,1628915,1630131,1630119,1630136,1628899,1628268,1628878,203043,1630134,0
19815,1628899,1628268,1628878,203043,1630134,204320,1628915,1630131,1630119,1630136,2
19816,204320,1628915,1630131,1630119,1630136,1628899,1628268,1628878,203043,1630134,0
19817,1628899,1628268,1628878,203043,1630134,204320,1628915,1630131,1630119,1630136,0
19818,204320,1628915,1630131,1630119,1630136,1628899,1628268,1628878,203043,1630134,0
19819,1628899,1628268,1628878,203043,1630134,204320,1628915,1630131,1630119,1630136,0
19820,204320,1628915,204329,1630119,1630136,203416,1628268,1628878,203043,201507,3
19821,203416,1628268,1628878,203043,201507,204320,1628915,204329,1630119,1630136,0
19822,204320,1628915,204329,1630119,1630136,203416,1628268,1628878,203043,201507,2
19823,203416,1628268,1628878,203043,201507,204320,1628915,204329,1630119,1630136,0
19824,204320,1628915,204329,1630119,1630136,203416,1628899,1628878,1629506,201507,2
19825,203416,1628899,1628878,1629506,201507,204320,1628915,204329,1630119,1630136,0
19826,204320,1628915,204329,1630119,1630136,203416,1628899,1628878,1629506,201507,0
19827,203416,1628899,1628878,1629506,201507,204320,1628915,204329,1630119,1630136,0
19828,204320,1628915,204329,1630119,1630136,203416,1628899,1628878,1629506,201507,2
19829,203416,1628899,1628878,1629506,201507,204320,1628915,204329,1630119,1630136,2
19830,204320,1628915,204329,1630119,1630136,203416,1628899,1628878,1629506,201507,2
19831,203416,1628899,1628878,1629506,201507,204320,1628915,204329,1630119,1630136,2
19832,204320,1628915,204329,1630119,1630136,203416,1628899,1628878,1629506,201507,0
19833,203416,1628899,1628878,1629506,201507,204320,1628915,204329,1630119,1630136,2
19834,204320,1628915,204329,1630119,1630136,203416,1628899,1628878,1629506,201507,0
19835,203416,1628899,1628878,1629506,201507,1630139,1628915,1630131,1630119,1630136,2
19836,1630139,1628915,1630131,1630119,1630136,203416,1628899,1628878,1629506,201507,0
19837,203416,203043,1628268,1629506,201507,1630139,1628915,1630131,1630119,1630136,0
19838,1630139,1628915,1630131,1630119,1630136,203416,203043,1628268,1629506,201507,0
19839,203416,203043,1628268,1629506,201507,1630139,1628915,1630131,1630119,1630136,2
19840,1630139,1628915,1630131,1630119,1630136,203416,203043,1628268,1629506,201507,0
19841,203416,203043,1628268,1629506,1630134,1630139,1628915,1630131,1630119,1630136,0
19842,1630139,1628915,1630131,1630119,1630136,203416,203043,1628268,1629506,1630134,2
19843,203416,203043,1628268,1629506,1630134,1630139,1628915,1630131,1630119,1630136,0
19844,203014,201496,1630099,1628279,203833,202670,203825,201881,1628932,1628263,0
19845,202670,203825,201881,1628932,1628263,203014,201496,1630099,1628279,203833,2
19846,203014,201496,1630099,1628279,203833,202670,203825,201881,1628932,1628263,2
19847,202670,203825,201881,1628932,1628263,203014,201496,1630099,1628279,203833,2
19848,203014,201496,1630099,1628279,203833,202670,203825,201881,1628932,1628263,2
19849,202670,203825,201881,1628932,1628263,203014,201496,1630099,1628279,203833,0
19850,203014,201496,1630099,1628279,203833,202670,203825,201881,1628932,1628263,2
19851,202670,203825,201881,1628932,1628263,203014,201496,1630099,1628279,203833,2
19852,203014,201496,1630099,1628279,203833,202670,203825,201881,1628932,1628263,0
19853,202670,203825,201881,1628932,1628263,203014,201496,1630099,1628279,203833,0
19854,203014,201496,1630099,1628279,203833,202670,203825,201881,1628932,1628263,0
19855,202670,203825,201881,1628932,1628263,203014,201496,1630099,1628279,203833,2
19856,203014,201496,1630099,1628279,203833,202670,203825,201881,1628932,1628263,0
19857,202670,203825,201881,1628932,1628263,203014,201496,1630099,1628279,203833,0
19858,203014,201496,1630099,1628279,203833,202670,203825,201881,1628932,1628263,0
19859,202670,203825,201881,1628932,1628263,203014,201496,1630099,1628279,203833,0
19860,203014,201496,1630099,1628279,203833,202670,203825,201881,1628932,1628263,3
19861,202670,203825,201881,1628932,1628263,203014,201496,1630099,200671,203833,2
19862,203014,201496,1630099,200671,203833,202670,203825,201881,1628932,1628263,0
19863,202670,203825,201881,1628932,1628263,203014,201496,1630099,200671,203833,2
19864,203014,201496,1630099,200671,203833,202670,203825,201881,1628932,1628263,2
19865,202670,203825,201881,1628932,1628263,203014,201496,1630099,200671,203833,2
19866,203014,201496,1630099,200671,203833,202670,203825,201881,1628932,1628263,3
19867,202670,203825,201881,1628932,1628263,203014,201496,1630099,200671,203833,0
19868,203014,201496,1630099,200671,203833,202670,203825,201881,1628932,1628263,0
19869,202670,203825,201881,1628932,1628263,203014,201496,1630099,200671,203833,2
19870,203014,201496,203029,200671,203833,204324,203825,1629498,1628932,202658,1
19871,204324,203825,1629498,1628932,202658,203014,201496,203029,200671,203833,2
19872,203014,201496,203029,200671,203833,204324,203825,1629498,1628932,202658,0
19873,204324,203825,1629498,1628932,202658,203014,201496,203029,200671,203833,2
19874,203014,201496,203029,200671,203833,204324,203825,1629498,1628932,202658,2
