,off1,off2,off3,off4,off5,def1,def2,def3,def4,def5,Points
5146,1627678,202662,201886,203826,204321,1630112,1628277,1629478,1629481,1630093,0
5147,1630112,1628277,1629478,1629481,1630093,1627678,202662,201886,203826,204321,0
5148,1627678,202662,201886,203826,204321,1630112,1628277,203866,1629481,204330,0
5149,1630112,1628277,203866,1629481,204330,1627678,202662,201886,203826,204321,0
5150,1627678,202662,201886,203826,204321,1630112,1628277,203866,1629481,204330,0
5151,1630112,1628277,203866,1629481,204330,1627678,202662,201886,203826,204321,2
5152,1627678,202662,201886,203826,204321,1630112,1628277,203866,1629481,204330,2
5153,1630112,1628277,203866,1629481,204330,1627678,202662,201886,203826,204321,3
5154,1627678,202662,201886,203826,204321,1630112,1628277,203866,1629481,204330,0
5155,1630112,1628277,203866,1629481,204330,1627678,202662,201886,203826,204321,2
5156,1630097,202662,201886,203826,1629567,1630112,1628277,203866,1629481,204330,0
5157,1630112,1628277,203866,1629481,204330,1630097,202662,201886,203826,1629567,0
5158,1630097,202662,201886,203826,1629567,1630112,1628277,203866,1629481,204330,0
5159,1630112,1628277,203866,1629481,204330,1630097,202662,201886,203826,1629567,0
5160,1630097,202662,201886,203826,1629567,1629497,1628277,203866,1629481,204330,2
5161,1629497,1628277,203866,1629481,204330,1630097,202662,201886,203826,1629567,2
5162,1630097,202662,201886,203826,1629567,1629497,1628277,203866,1629481,204330,3
5163,1629497,1628277,203866,1629481,204330,1630097,202662,201886,203826,1629567,0
5164,1630097,202662,201886,203826,1629567,1629497,1628277,203866,1629481,204330,2
5165,1629497,1628277,203866,1629481,204330,1630097,202662,201886,203826,1629567,0
5166,1630097,202662,201886,203826,1629567,1629497,1630149,203866,1629481,204330,2
5167,1629497,1630149,203866,1629481,204330,1630097,1627678,201886,203826,1629567,0
5168,1630097,1627678,201886,203826,1629567,1629497,1630149,203866,1629481,204330,0
5169,1630112,1630149,203866,1629481,204330,1630097,1627678,201886,203826,1629567,1
5170,1630097,1627678,201886,203826,1629567,1630112,1630149,203866,1629481,204330,0
5171,1630112,1630149,203866,1629481,204330,1630097,1627678,201886,203826,1629567,0
5172,1630097,1627678,201886,203826,1629567,1630112,1630149,203866,1629481,204330,0
5173,1630112,1630149,203866,1629481,204330,1630097,1627678,201886,203826,1629567,0
5174,1630097,1627678,201886,203826,1629567,1630112,1630149,203866,1629481,204330,0
5175,1630112,1630149,203866,1629481,204330,1630097,1627678,201886,203826,1629567,2
5176,1630097,1627678,201886,203826,1629567,1630112,1630149,203866,1629481,204330,0
5177,1630112,1630149,203866,1629481,204330,1630097,1627678,201886,203826,1629567,2
5178,1630097,1629492,201886,204321,1629567,1630112,1630149,1629478,1629481,204330,2
5179,1630112,1630149,1629478,1629481,204330,1630097,1629492,201886,204321,1629567,0
5180,1630097,1629492,201886,204321,1629567,1630112,1630149,1629478,1629481,204330,0
5181,204330,1629481,1628277,1630149,1627669,202662,203826,201886,1629567,1628280,0
5182,202662,203826,201886,1629567,1628280,204330,1629481,1628277,1630149,1627669,2
5183,204330,1629481,1628277,1630149,1627669,202662,203826,201886,1629567,1628280,0
5184,202662,203826,201886,1629567,1628280,204330,1629481,1628277,1630149,1627669,2
5185,204330,1629481,1628277,1630149,1627669,202662,203826,201886,1629567,1628280,3
5186,202662,203826,201886,1629567,1628280,204330,1629481,1628277,1630149,1627669,0
5187,204330,1629481,1628277,1630149,1627669,202662,203826,201886,1629567,1628280,2
5188,202662,203826,201886,1629567,1628280,204330,1629481,1628277,1630149,1627669,2
5189,204330,1629481,1628277,1630149,1627669,202662,203826,201886,1629567,1628280,2
5190,202662,203826,201886,1629567,1628280,204330,1629481,1628277,1630149,1627669,2
5191,204330,1629481,1628277,1630149,1627669,202662,203826,201886,1629567,1628280,0
5192,202662,203826,201886,1629567,1628280,1630093,1629481,1628277,1630149,1627669,0
5193,1630093,1629481,1628277,1630149,1627669,202662,203826,201886,1629567,1628280,0
5194,202662,203826,201886,1629567,1628280,1630093,1629481,1628277,1630149,1627669,2
5195,1630093,1629481,1628277,1630149,1627669,202662,203826,201886,1629567,1628280,0
5196,202662,203826,201886,1629567,1628280,1630093,1629481,1628277,1630149,1627669,0
5197,1630093,1629481,1628277,1630149,1627669,202662,203826,201886,1629567,1628280,0
5198,202662,203826,201886,1629567,1628280,1630093,1629481,1628277,1630149,1627669,0
5199,1630093,1629481,203866,1630149,1627669,202662,203826,201886,1629567,1628280,0
5200,202662,203826,201886,1629567,1628280,1630093,1629481,203866,1630149,1627669,3
5201,1630093,1629481,203866,1630149,1630112,202662,203826,201886,1629567,1628280,0
5202,202662,203826,201886,1629567,1628280,1630093,1629481,203866,1630149,1630112,0
5203,1630093,1629481,203866,1630149,1630112,202662,203826,201886,1629567,1628280,3
5204,202662,203826,201886,1629567,1628280,1630093,1629481,203866,1630149,1630112,2
5205,1630093,1629481,203866,1630149,1630112,202662,203826,201886,1629567,1628280,2
5206,202662,203826,201886,1629567,1628280,1630093,1629481,203866,1630149,1630112,2
5207,1630093,1629481,203866,1630149,1630112,202662,203826,201886,1629567,1628280,0
5208,202662,203826,201886,1629567,1628280,1630093,1629481,203866,1630149,1630112,3
5209,1630093,1629481,203866,1630149,1630112,202662,203826,201886,1629567,1628280,0
5210,202662,203826,201886,1629567,1628280,1630093,1629481,203866,1630149,1630112,2
5211,1630093,1629481,203866,204330,1630112,202662,203826,201886,1630097,203849,3
5212,202662,203826,201886,1630097,203849,1630093,1629481,203866,204330,1630112,2
5213,1630093,1629481,203866,204330,1630112,202662,203826,201886,1630097,203849,0
5214,202662,203826,201886,1630097,203849,1630093,1629481,203866,204330,1630112,2
5215,1630093,1629481,203866,204330,1630112,202662,203826,201886,1630097,203849,2
5216,202662,203826,201886,1630097,203849,1630093,1629481,203866,204330,1630112,0
5217,202662,203849,1630097,204321,203826,204330,1627669,203866,1629481,1629484,0
5218,204330,1627669,203866,1629481,1629484,202662,203849,1630097,204321,203826,0
5219,202662,203849,1630097,204321,203826,204330,1627669,1628277,1629481,1629484,4
5220,204330,1627669,1628277,1629481,1629484,202662,203849,1630097,204321,203826,2
5221,202662,203849,1630097,204321,203826,204330,1627669,1628277,1629481,1629484,0
5222,204330,1627669,1628277,1629481,1629484,202662,203849,1630097,204321,203826,3
5223,202662,203849,1630097,204321,203826,204330,1627669,1628277,1629481,1629484,0
5224,204330,1627669,1628277,1629481,1629484,202662,203849,1630097,204321,203826,0
5225,202662,1628280,1630097,204321,203826,204330,1627669,1628277,1629481,1629484,0
5226,204330,1627669,1628277,1629481,1629484,202662,1628280,1630097,204321,203826,3
5227,202662,1628280,1630097,204321,203826,204330,1627669,1628277,1629481,1629484,0
5228,204330,1627669,1628277,1629481,1629484,1629567,1628280,201886,204321,203826,0
5229,1629567,1628280,201886,204321,203826,204330,1630112,1628277,1629481,1629484,2
5230,204330,1630112,1628277,1629481,1629484,1629567,1628280,201886,204321,203826,0
5231,1629567,1628280,201886,204321,203826,204330,1630112,1628277,1629481,1629484,0
5232,204330,1630112,1628277,1629481,1629484,1629567,1628280,201886,204321,203826,2
5233,1629567,1628280,201886,204321,203826,204330,1630112,1628277,1629481,1629484,1
5234,204330,1630112,1628277,1629481,1629484,1629567,1628280,201886,204321,203826,2
5235,1629567,1628280,201886,204321,203826,204330,1630112,1628277,1629481,1629484,0
5236,204330,1630112,1628277,1629481,1629484,1629567,1628280,201886,204321,203826,0
5237,1629567,1628280,201886,204321,203826,204330,1630112,1628277,1629481,1629484,0
5238,204330,1630112,1628277,1629481,1629484,1629567,1628280,201886,204321,203826,0
5239,1629567,1628280,201886,204321,203826,204330,1630112,1628277,1629481,1629484,0
5240,204330,1630112,1628277,1629481,1629484,1629567,1628280,201886,204321,203826,0
5241,1629567,1628280,201886,204321,203826,204330,1630112,1628277,1629481,1629484,0
5242,204330,1630112,1628277,1629481,1629484,1629567,1628280,201886,204321,203826,0
5243,1629567,1628280,201886,204321,203826,204330,1630112,1628277,1629481,1629484,2
5244,204330,1630112,1628277,1629481,1629484,1629567,1628280,201886,204321,203826,0
5245,1629567,1628280,1627678,204321,1629492,204330,1630112,1628277,1629497,1629484,2
5246,204330,1630112,1628277,1629497,1629484,1629567,1628280,1627678,204321,1629492,0
5247,1629567,1628280,1627678,204321,1629492,204330,1630112,1628277,1629497,1629484,2
5248,204330,1630112,1628277,1629497,1629484,1629567,1628280,1627678,204321,1629492,2
5249,1629567,1628280,1627678,204321,1629492,204330,1630112,1628277,1629497,1629484,2
5250,204330,1630112,1628277,1629497,1629484,1629567,1628280,1627678,204321,1629492,0
5251,1629567,1628280,1627678,204321,1629492,204330,1630112,1628277,1629497,1629484,2
5252,204330,1630112,1628277,1629497,1629484,1629567,1628280,1627678,204321,1629492,3
5253,1629567,1628280,1627678,204321,1629492,204330,1630112,1628277,1629497,1629484,3
5254,204330,1630112,1628277,1629497,1629484,1629567,1628280,1627678,204321,1629492,3
5255,1629567,1628280,1627678,204321,1629492,204330,1630112,1628277,1629497,1629484,2
5256,204330,1630112,1628277,1629497,1629484,1629567,1628280,1627678,204321,1629492,0
5257,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,2
5258,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,0
5259,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,2
5260,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,3
5261,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,0
5262,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,2
5263,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,0
5264,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,3
5265,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,1
5266,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,2
5267,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,0
5268,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,0
5269,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,0
5270,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,2
5271,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,3
5272,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,0
5273,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,0
5274,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,0
5275,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,0
5276,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,2
5277,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,0
5278,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,2
5279,203398,100940,1629488,203400,1629482,1628922,201516,204323,202664,1627674,2
5280,1628922,201516,204323,202664,1627674,203398,100940,1629488,203400,1629482,0
5281,203398,100940,1629488,203400,1629482,1628922,1628890,1628931,202664,1627674,2
5282,1628922,1628890,1628931,202664,1627674,203398,100940,1629488,203400,1629482,0
5283,203398,100940,1629488,203400,1629482,1628922,1628890,1628931,202664,1627674,4
5284,1628922,1628890,1628931,202664,1627674,203398,100940,1629488,203400,1629482,0
5285,203398,100940,1629488,203400,1629482,1628922,1628890,1628931,202664,1627674,0
5286,1628922,1628890,1628931,202664,1627674,203398,100940,1629488,203400,1629482,0
5287,203398,100940,1629488,203400,1629482,1628922,1628890,1628931,202664,1627674,2
5288,1628922,1628890,1628931,202664,1627674,203398,100940,1629488,203400,1629482,0
5289,203398,1629501,1628278,203400,1629482,202641,1628890,1628931,201516,204323,3
5290,202641,1628890,1628931,201516,204323,203398,1629501,1628278,203400,1629482,2
5291,203398,1629501,1628278,203400,1629482,202641,1628890,1628931,201516,204323,3
5292,202641,1628890,1628931,201516,204323,203398,1629501,1628278,203400,1629482,0
5293,203398,1629501,1628278,203400,1629482,202641,1628890,1628931,201516,204323,3
5294,202641,1628890,1628931,201516,204323,203398,1629501,1628278,203400,1629482,0
5295,203398,1629501,1628278,203400,1629482,202641,1627674,1628931,201516,1628922,3
5296,202641,1627674,1628931,201516,1628922,203398,1629501,1628278,203400,1629482,0
5297,203398,1629501,1628278,203400,1629482,202641,1627674,1628931,201516,1628922,2
5298,202641,1627674,1628931,201516,1628922,203398,1629501,1628278,203400,1629482,0
5299,203398,1629501,1628278,203400,1629482,202641,1627674,1628931,201516,1628922,0
5300,201516,202664,1628931,1627674,1628922,100940,1629501,1628269,1628278,201913,2
5301,100940,1629501,1628269,1628278,201913,201516,202664,1628931,1627674,1628922,0
5302,201516,202664,1628931,1627674,1628922,100940,1629501,1628269,1628278,201913,0
5303,100940,1629501,1628269,1628278,201913,201516,202664,1628931,1627674,1628922,2
5304,201516,202664,1628931,1627674,1628922,100940,1629501,1628269,1628278,201913,0
5305,100940,1629501,1628269,1628278,201913,201516,202664,1628931,1627674,1628922,2
5306,201516,202664,204323,1627674,1630113,100940,1629501,1628269,1628278,201913,2
5307,100940,1629501,1628269,1628278,201913,201516,202664,204323,1627674,1630113,0
5308,201516,202664,204323,1627674,1630113,100940,1629501,1628269,1628278,201913,0
5309,100940,1629501,1628269,1628278,201913,201516,202664,204323,1627674,1630113,0
5310,201516,202664,204323,1627674,1630113,100940,1629501,1628269,1628278,201913,2
5311,100940,1629501,1628269,1628278,201913,201516,202664,204323,1627674,1630113,0
5312,1628890,202664,204323,1627674,1630113,100940,203398,1628269,203400,201913,2
5313,100940,203398,1628269,203400,201913,1628890,202664,204323,1627674,1630113,0
5314,1628890,202664,204323,1627674,1630113,100940,203398,1628269,203400,201913,2
5315,100940,203398,1628269,203400,201913,1628931,202664,204323,1627674,1630113,3
5316,1628931,202664,204323,1627674,1630113,100940,203398,1628269,203400,201913,3
5317,100940,203398,1628269,203400,201913,1628931,202664,204323,1627674,1630113,2
5318,1628931,202664,204323,1627674,1630113,100940,203398,1628269,203400,201913,0
5319,100940,203398,1628269,203400,201913,1628931,202664,204323,1627674,1630113,2
5320,1628931,202664,204323,1627674,1630113,100940,203398,1629482,203400,201913,2
5321,100940,203398,1629482,203400,201913,1628931,202664,204323,1627674,1630113,0
5322,1628931,202664,204323,1627674,1630113,100940,203398,1629482,203400,201913,2
5323,100940,203398,1629482,203400,201913,1628931,202664,204323,1627674,1630113,0
5324,1628931,202664,204323,1627674,1630113,100940,203398,1629482,203400,201913,2
5325,100940,203398,1629482,203400,201913,1628931,202664,204323,1627674,1630113,2
5326,1628931,202664,204323,1627674,1630113,100940,203398,1629482,203400,201913,0
5327,100940,203398,1629482,203400,201913,1628931,202664,204323,1627674,1630113,0
5328,1628931,202664,204323,1627674,1628922,1628278,203398,1629482,203400,201913,2
5329,1628278,203398,1629482,203400,201913,1628931,202664,204323,1627674,1628922,0
5330,1628931,202664,204323,1627674,1628922,1628278,203398,1629482,203400,201913,0
5331,1628278,203398,1629482,203400,201913,1628931,202664,1630113,1627674,1628922,2
5332,1628931,202664,1630113,1627674,1628922,1628278,203398,1629482,203400,201913,3
5333,1628278,203398,1629482,203400,201913,1628931,202664,1630113,1627674,1628922,2
5334,1628931,202664,1630113,1627674,1628922,1628278,203398,1629482,203400,201913,2
5335,1628278,203398,100940,203400,201913,201516,202664,1630113,1627674,1628922,2
5336,201516,202664,1630113,1627674,1628922,1628278,203398,100940,203400,201913,3
5337,1628278,203398,100940,203400,201913,201516,202664,1630113,1627674,1628922,1
5338,201516,202664,1630113,1627674,1628922,1628278,203398,100940,203400,201913,2
5339,1628278,203398,100940,203400,201913,201516,202664,1630113,1627674,1628922,3
5340,201516,202664,1630113,1627674,1628922,1628278,203398,100940,203400,201913,0
5341,1627674,201516,202664,1628922,204323,1629488,100940,203398,203400,1629482,0
5342,1629488,100940,203398,203400,1629482,1627674,201516,202664,1628922,204323,2
5343,1627674,201516,202664,1628922,204323,1629488,100940,203398,203400,1629482,0
5344,1629488,100940,203398,203400,1629482,1627674,201516,202664,1628922,204323,2
5345,1627674,201516,202664,1628922,204323,1629488,100940,203398,203400,1629482,0
5346,1629488,100940,203398,203400,1629482,1627674,201516,202664,1628922,204323,0
5347,1627674,1628890,202664,1628922,204323,1629488,100940,203398,203400,1629482,0
5348,1629488,100940,203398,203400,1629482,1627674,1628890,202664,1628922,204323,0
5349,1627674,1628890,202664,1628922,204323,1629488,100940,203398,203400,1629482,0
5350,1629488,100940,203398,203400,1629482,1627674,1628890,202664,1628922,204323,0
5351,1627674,1628890,202664,1628922,204323,1629488,100940,203398,203400,1629482,0
5352,1629488,100940,203398,203400,1629482,1627674,1628890,202664,1628922,204323,0
5353,1627674,1628890,202664,1628922,204323,1629488,100940,203398,203400,1629482,2
5354,1629488,100940,203398,203400,1629482,1627674,1628890,202664,1630113,204323,1
5355,1627674,1628890,202664,1630113,204323,1629488,100940,203398,203400,1629482,2
5356,1629488,100940,203398,203400,1629482,1627674,1628890,202664,1630113,204323,0
5357,1627674,1628890,202664,1630113,204323,1629488,100940,203398,203400,1629482,3
5358,1629488,100940,203398,203400,1629482,1627674,1628890,202664,1630113,204323,0
5359,1627674,1628890,202664,1630113,204323,1629488,100940,203398,203400,1629482,3
5360,1629501,100940,203398,203400,1628278,1627674,1628890,202664,1630113,204323,3
5361,1627674,1628890,202664,1630113,204323,1629501,100940,203398,203400,1628278,0
5362,1629501,100940,203398,203400,1628278,1627674,1628890,202664,1630113,204323,3
5363,1627674,1628890,202664,1630113,204323,1629501,100940,203398,203400,1628278,0
5364,1629501,100940,203398,203400,1628278,1627674,1628890,202664,1630113,204323,2
5365,1627674,1628890,202664,1630113,204323,1629501,100940,203398,203400,1628278,0
5366,1629501,100940,203398,203400,1628278,1627674,1628890,202664,1628931,204323,0
5367,1627674,1628890,202664,1628931,204323,1629501,100940,203398,203400,1628278,2
5368,1629501,100940,203398,203400,1628278,1627674,1628890,202664,1628931,204323,0
5369,1627674,1628890,202664,1628931,204323,1629501,100940,203398,203400,1628278,0
5370,1629501,100940,203398,203400,1628278,1627674,1628890,202664,1628931,204323,2
5371,1627674,1628890,201516,1628931,204323,1629501,100940,203398,1628269,1628278,0
5372,1629501,100940,203398,1628269,1628278,1627674,1628890,201516,1628931,204323,3
5373,1627674,1628890,201516,1628931,204323,1629501,100940,203398,1628269,1628278,0
5374,1629501,100940,203398,1628269,1628278,1627674,1628890,201516,1628931,204323,3
5375,1627674,1628890,201516,1628931,204323,1629501,100940,203398,1628269,1628278,2
5376,1629501,100940,203398,1628269,1628278,1627674,1628890,201516,1628931,204323,0
5377,1627674,1628890,201516,1628931,204323,1629501,100940,203398,1628269,1628278,2
5378,1629501,100940,203398,1628269,1628278,1627674,1628890,201516,1628931,204323,0
5379,1627674,1628890,201516,1628931,204323,1629501,100940,203398,1628269,1628278,0
5380,1629501,100940,203398,1628269,1628278,1627674,1628890,201516,1628931,204323,3
5381,1627674,1628890,201516,1628931,204323,1629501,100940,203398,1628269,1628278,2
5382,1629501,100940,203398,1628269,1628278,1627674,1628890,201516,1628931,204323,0
5383,1627674,1628890,201516,1628931,204323,1629501,100940,201913,1628269,1628278,0
5384,1629501,100940,201913,1628269,1628278,1627674,1628890,201516,1628931,204323,1
5385,1627674,1628890,201516,1628931,204323,1629501,100940,201913,1628269,1628278,0
5386,203400,1629501,1628269,201913,1628278,1628931,204323,201516,1628922,202664,0
5387,1628931,204323,201516,1628922,202664,203400,1629501,1628269,201913,1628278,0
5388,203400,1629501,1628269,201913,1628278,1628931,204323,201516,1628922,202664,0
5389,1628931,204323,201516,1628922,202664,203400,1629501,1628269,201913,1628278,0
5390,203400,1629501,1628269,201913,1628278,1628931,204323,201516,1628922,202664,0
5391,1628931,204323,201516,1628922,202664,203400,1629501,1628269,201913,1628278,2
5392,203400,1629501,1628269,201913,1628278,1628931,204323,201516,1628922,202664,2
5393,1628931,204323,201516,1628922,202664,203400,1629501,1628269,201913,1628278,0
5394,203400,1629501,100940,203398,1628278,1627674,204323,201516,1628922,202664,0
5395,1627674,204323,201516,1628922,202664,203400,1629501,100940,203398,1628278,0
5396,203400,1629501,100940,203398,1628278,1627674,204323,201516,1628922,202664,0
5397,1627674,204323,201516,1628922,202664,1628269,1629501,100940,203398,1628278,3
5398,1628269,1629488,100940,203398,1628278,1627674,1630113,201516,1628922,202664,3
5399,1627674,1630113,201516,1628922,202664,1628269,1629488,100940,203398,1628278,2
5400,1628269,1629488,100940,203398,1628278,1627674,1630113,201516,1628922,202664,2
5401,1627674,1630113,201516,1628922,202664,1628269,1629488,100940,203398,1628278,0
5402,1628269,1629488,100940,203398,1628278,1627674,1630113,201516,204323,202664,2
5403,1627674,1630113,201516,204323,202664,1628269,1629488,100940,203398,1628278,0
5404,1628269,1629488,100940,203398,1628278,1627674,1630113,201516,204323,202664,0
5405,1627674,1630113,201516,204323,202664,1628269,1629488,100940,203398,1628278,0
5406,1628269,1629488,100940,203398,1628278,1627674,1630113,201516,204323,202664,2
5407,1627674,1630113,201516,204323,202664,1628269,1629488,100940,203398,1628278,0
5408,1628269,1629488,100940,203398,1628278,1627674,1630113,201516,1628922,202664,0
5409,1627674,1630113,201516,1628922,202664,203400,1629488,100940,203398,1628278,3
5410,203400,1629488,100940,203398,1628278,1627674,1630113,201516,1628922,202664,2
5411,1627674,1630113,201516,1628922,202664,203400,1629488,100940,203398,1628278,2
5412,203400,1629488,100940,203398,1628278,1627674,1630113,201516,1628922,202664,0
5413,1627674,1630113,201516,1628922,202664,203400,1629488,100940,203398,1628278,0
5414,203400,1629488,100940,203398,1628278,1627674,1630113,201516,1628922,202664,0
5415,1627674,1630113,201516,1628922,1628931,203400,1629488,100940,203398,1628278,2
5416,203400,1629488,1628269,203398,1628278,1627674,1630113,201516,1628922,1628931,0
5417,1627674,1630113,201516,1628922,1628931,203400,1629488,1628269,203398,1628278,2
5418,203400,1629488,100940,203398,1628278,1627674,1630113,1630118,1628922,1628931,2
5419,1627674,1630113,1630118,1628922,1628931,203400,1629488,100940,203398,1628278,1
5420,203400,1629488,100940,203398,1628278,1627674,1630113,1630118,1628922,1628931,1
5421,1627674,1630113,1630118,1628922,1628931,203400,1629488,100940,203398,1628278,0
5422,203400,1629488,100940,203398,1628278,1627674,1630113,1630118,1628922,1628931,0
5423,1627674,1630113,1630118,1628922,1628931,203400,1629488,100940,203398,1628278,2
5424,203400,1629488,100940,203398,1628278,1627674,1630113,1630118,1628922,1628931,0
5425,1629479,1627676,200676,1628909,1627700,201480,1628882,203024,1629483,1630101,0
5426,201480,1628882,203024,1629483,1630101,1629479,1627676,200676,1628909,1627700,0
5427,1629479,1627676,200676,1628909,1627700,201480,1628882,203024,1629483,1630101,2
5428,201480,1628882,203024,1629483,1630101,1629479,1627676,200676,1628909,1627700,2
5429,1629479,1627676,200676,1628909,1627700,201480,1628882,203024,1629483,1630101,3
5430,201480,1628882,203024,1629483,1630101,1629479,1627676,200676,1628909,1627700,3
5431,1629479,1627676,200676,1628909,1627700,201480,1628882,203024,1629483,1630101,2
5432,201480,1628882,203024,1629483,1630101,1629479,1627676,200676,1628909,1627700,0
5433,1629479,1627676,200676,1628909,1627700,201480,1628882,203024,1629483,1630101,0
5434,201480,1628882,203024,1629483,1630101,1629479,1627676,200676,1628909,1627700,0
5435,1629479,1627676,200676,1628909,1627700,201480,1628882,203024,1629483,1630101,0
5436,201480,1628882,203024,1629483,1630101,1629479,1627676,200676,1628909,1627700,2
5437,1629479,1627676,200676,1628909,1627700,201480,1628882,203024,1629483,1630101,0
5438,201480,1628882,203024,1629483,1630101,1629479,1627676,200676,1628909,1627700,3
5439,1629479,1627676,200676,1628909,1627700,1629524,1628882,1628286,1629483,1630101,3
5440,1629524,1628882,1628286,1629483,1630101,1629479,1627676,200676,1628909,1627700,0
5441,1629479,1627676,200676,1628909,1627700,1629524,1628882,1628286,1629483,1630101,2
5442,1629524,1628882,1628286,1629483,1630101,1629479,1627676,200676,1628909,1627700,0
5443,1629479,1627676,1630100,1628909,1627700,1629524,1627671,1628286,1629483,1630101,2
5444,1629524,1627671,1628286,1629483,1630101,1629479,1627676,1630100,1628909,1627700,0
5445,1629479,1627676,1630100,1628909,1629568,1629524,1627671,1628286,1629483,1630101,0
5446,1629524,1627671,1628286,1629483,1630101,1629479,1627676,1630100,1628909,1629568,0
5447,1629479,1627676,1630100,1628909,1629568,1629524,1627671,1628286,1629483,1630101,2
5448,1629524,1627671,1628286,1629483,1630101,1629479,1627676,1630100,1628909,1629568,2
5449,1629479,1627676,1630100,1628909,1629568,1629524,1627671,1628286,1629483,1630101,2
5450,1629524,1627671,1628286,1629483,1630101,1629479,1627676,1630100,1628909,1629568,0
5451,1629479,1627676,1630100,1628909,1629568,1629524,1627671,203024,201480,1630101,3
5452,1629524,1627671,203024,201480,1628882,1629479,1627676,1630100,1628909,1629568,0
5453,1629479,1627676,1630100,1628909,1629568,1629524,1627671,203024,201480,1628882,0
5454,1629524,1627671,203024,201480,1628882,1629479,1627676,1630100,1628909,1629568,0
5455,1629479,1627676,1630100,1628909,1629568,1629524,1627671,203024,201480,1628882,2
5456,1629524,1627671,203024,201480,1628882,1629479,1627676,1630100,1628909,1629568,0
5457,1629479,1627676,1630100,1628909,1629568,1629524,1627671,203024,201480,1628882,0
5458,1629524,1627671,203024,201480,1628882,1629479,1627676,1630100,1628909,1629568,2
5459,1629479,1627676,1630100,1628909,1629568,1629524,1627671,203024,201480,1628882,0
5460,1629524,1627671,1630114,201480,1628882,1630104,200676,1630100,1628909,1629568,2
5461,1630104,200676,1630100,1628909,1629568,1629524,1627671,1630114,201480,1628882,0
5462,1629524,1627671,1630114,201480,1628882,1630104,200676,1630100,1628909,1629568,2
5463,1630104,200676,1630100,1628909,1629568,1629524,1627671,1630114,201480,1628882,0
5464,1629524,1627671,1630114,201480,1628882,1630104,200676,1630100,1628909,1629568,0
5465,1630104,200676,1630100,1628909,1629568,1629524,1627671,1630114,201480,1628882,0
5466,201480,1627671,1628882,1629483,1630114,1630100,1629568,1628909,1630104,200676,3
5467,1630100,1629568,1628909,1630104,200676,201480,1627671,1628882,1629483,1630114,0
5468,201480,1627671,1628882,1629483,1630114,1630100,1629568,1628909,1630104,200676,2
5469,1630100,1629568,1628909,1630104,200676,201480,1627671,1628882,1629483,1630114,0
5470,201480,1627671,1628882,1629483,1630114,1630100,1629568,1628909,1630104,200676,0
5471,1629479,1627700,1628909,1627676,200676,201480,1627671,1630101,1629483,1630114,2
5472,201480,1627671,1630101,1629483,1630114,1629479,1627700,1628909,1627676,200676,2
5473,1629479,1627700,1628909,1627676,200676,201480,1627671,1630101,1629483,1630114,0
5474,201480,1627671,1630101,1629483,1630114,1629479,1627700,1628909,1627676,200676,1
5475,1629479,1627700,1628909,1627676,200676,201480,1627671,1630101,1629483,1630114,0
5476,201480,1627671,1630101,1629483,1630114,1629479,1627700,1628909,1627676,200676,0
5477,1629479,1627700,1628909,1627676,200676,201480,1627671,1630101,1629483,1630114,0
5478,201480,1627671,1630101,1629483,1630114,1629479,1627700,1628909,1627676,200676,3
5479,1629479,1627700,1628909,1627676,200676,201480,1627671,1630101,1629483,1630114,0
5480,201480,1627671,1630101,1629483,1630114,1629479,1627700,1628909,1627676,200676,0
5481,1629479,1627700,1628909,1627676,200676,201480,1628882,1630101,1629483,1630114,0
5482,201480,1628882,1630101,1629483,1630114,1629479,1627700,1628909,1627676,200676,0
5483,1629479,1627700,1628909,1627676,200676,201480,1628882,1630101,1629483,1630114,0
5484,203024,1628882,1630101,1629483,1630114,1629479,1627700,1628909,1627676,200676,2
5485,1629479,1627700,1628909,1627676,200676,203024,1628882,1630101,1629524,1630114,0
5486,203024,1628882,1630101,1629524,1630114,1629479,1627700,1628909,1627676,200676,0
